Competition,match_id,Date,Time,Ranking Home Team,Ranking Away Team,Attendance,PercentageAttendance,Temperature (°C),Month,Season,Day,Derby,Stadium,Max Capacity,City,Province,Full Roof,GDP_Real_lagQ,CPI_QoQ_Growth_%_lagQ,Employment_Rate_%_lagQ,Home Team Goals Scored,Away Team Goals Scored,Match Type,Home Team Outcome,Away Team Outcome,Goals Scored in Last 5 Games,Goals Conceded in Last 5 Games,Number of Wins in Last 5 Games,Matchday_10,Matchday_11,Matchday_12,Matchday_13,Matchday_14,Matchday_15,Matchday_16,Matchday_17,Matchday_18,Matchday_19,Matchday_2,Matchday_20,Matchday_21,Matchday_22,Matchday_23,Matchday_24,Matchday_25,Matchday_26,Matchday_27,Matchday_28,Matchday_29,Matchday_3,Matchday_30,Matchday_31,Matchday_32,Matchday_33,Matchday_34,Matchday_4,Matchday_5,Matchday_6,Matchday_7,Matchday_8,Matchday_9,Home Team_Club Brugge,Home Team_FCV Dender EH,Home Team_Genk,Home Team_KAA Gent,Home Team_KV Mechelen,Home Team_KVC Westerlo,Home Team_OH Leuven,Home Team_R Charleroi SC,Home Team_RSC Anderlecht,Home Team_Royal Antwerp,Home Team_Sint-Truiden,Home Team_Standard Liège,Home Team_Union SG,Home Team_Zulte Waregem,Away Team_Club Brugge,Away Team_FCV Dender EH,Away Team_Genk,Away Team_KAA Gent,Away Team_KV Mechelen,Away Team_KVC Westerlo,Away Team_OH Leuven,Away Team_R Charleroi SC,Away Team_RSC Anderlecht,Away Team_Royal Antwerp,Away Team_Sint-Truiden,Away Team_Standard Liège,Away Team_Union SG,Away Team_Unknown,Away Team_Zulte Waregem,Weekday_Monday,Weekday_Saturday,Weekday_Sunday,Weekday_Thursday,Weekday_Tuesday,Weekday_Wednesday,Opposing team Category_Bottom ranked,Opposing team Category_Medium ranked,Opposing team Category_Top ranked,Opposing team Category_Unknown,Home team Category_Bottom ranked,Home team Category_Medium ranked,Home team Category_Top ranked,Home team Category_Unknown,Game day_Weekday,Game day_Weekend,Time slot_Afternoon,Time slot_Evening,Time slot_Night,Weather GoodBad_Bad,Weather GoodBad_Good,Weather_Clear or mostly clear,Weather_Drizzle,Weather_Partly cloudy,Weather_Rainy,Weather_Snowy
Jupiler Pro League,207,2021-11-20,16.0,17,5,2527.0,0.0869520335833734,10.2,11,2021/2022,20,0,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,105331.9,1.32040932689133,66.4,1,2,Normal Time,Loss,Win,5.0,9.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False
Jupiler Pro League,208,2021-11-20,18.0,14,16,4767.0,0.454,9.4,11,2021/2022,20,0,Den Dreef,10500.0,Leuven,VBR,1.0,105331.9,1.32040932689133,66.4,1,3,Normal Time,Loss,Win,9.0,3.0,3.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
Jupiler Pro League,209,2021-11-21,16.0,11,2,5370.0,0.3678082191780822,7.8,11,2021/2022,21,0,Stayen,14600.0,Sint-Truiden,LIM,1.0,105331.9,1.32040932689133,66.4,2,1,Normal Time,Win,Loss,5.0,10.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False
Jupiler Pro League,210,2021-11-21,13.0,8,9,18000.0,0.8,9.1,11,2021/2022,21,0,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,105331.9,1.32040932689133,66.4,1,1,Normal Time,Draw,Draw,15.0,8.0,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False
Jupiler Pro League,211,2021-11-26,20.0,1,14,8100.0,0.8617021276595744,4.4,11,2021/2022,26,0,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,105331.9,1.32040932689133,66.4,1,3,Normal Time,Loss,Win,10.0,10.0,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
Jupiler Pro League,212,2021-11-27,18.0,17,4,2870.0,0.0987543871722524,5.6,11,2021/2022,27,0,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,105331.9,1.32040932689133,66.4,3,1,Normal Time,Win,Loss,3.0,9.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
Jupiler Pro League,213,2021-11-27,20.0,5,6,9200.0,0.6133333333333333,1.0,11,2021/2022,27,0,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,105331.9,1.32040932689133,66.4,1,3,Normal Time,Loss,Win,7.0,4.0,3.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True
Jupiler Pro League,214,2021-11-28,18.0,7,12,18120.0,0.906,2.9,11,2021/2022,28,0,Ghelamco Arena,20000.0,Ghent,VOV,1.0,105331.9,1.32040932689133,66.4,3,1,Normal Time,Win,Loss,10.0,7.0,3.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False
Jupiler Pro League,215,2021-11-28,21.0,2,13,10117.0,0.6078466714732036,1.5,11,2021/2022,28,0,Bosuilstadion,16644.0,Antwerp,ANT,0.0,105331.9,1.32040932689133,66.4,3,0,Normal Time,Win,Loss,10.0,4.0,4.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
Jupiler Pro League,216,2021-11-28,16.0,16,18,4949.0,0.3991129032258064,2.4,11,2021/2022,28,0,Regenboogstadion,12400.0,Waregem,WVL,0.0,105331.9,1.32040932689133,66.4,2,0,Normal Time,Win,Loss,9.0,15.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True
Jupiler Pro League,217,2021-11-28,13.0,8,3,18173.0,0.7733191489361703,3.4,11,2021/2022,28,0,Cegeka Arena,23500.0,Genk,LIM,1.0,105331.9,1.32040932689133,66.4,2,3,Normal Time,Loss,Win,6.0,8.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False
Jupiler Pro League,218,2021-12-03,20.0,11,1,4328.0,0.2964383561643836,3.5,12,2021/2022,3,0,Stayen,14600.0,Sint-Truiden,LIM,1.0,105331.9,1.32040932689133,66.4,1,2,Normal Time,Loss,Win,7.0,8.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
Jupiler Pro League,219,2021-12-04,16.0,13,7,4047.0,0.3854285714285714,5.9,12,2021/2022,4,0,Den Dreef,10500.0,Leuven,VBR,1.0,105331.9,1.32040932689133,66.4,0,1,Normal Time,Loss,Win,8.0,5.0,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False
Jupiler Pro League,220,2021-12-04,20.0,3,14,23800.0,0.818938820452825,4.5,12,2021/2022,4,0,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,105331.9,1.32040932689133,66.4,3,2,Normal Time,Win,Loss,9.0,3.0,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False
Jupiler Pro League,221,2021-12-05,18.0,12,5,22512.0,0.8135887242500903,4.1,12,2021/2022,5,1,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,105331.9,1.32040932689133,66.4,0,3,Normal Time,Loss,Win,5.0,6.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
Jupiler Pro League,222,2021-12-05,21.0,4,10,13142.0,0.7964848484848485,2.4,12,2021/2022,5,0,AFAS Stadion,16500.0,Mechelen,ANT,0.0,105331.9,1.32040932689133,66.4,1,1,Normal Time,Draw,Draw,9.0,5.0,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False
Jupiler Pro League,223,2021-12-05,16.0,6,16,18000.0,0.8,4.3,12,2021/2022,5,0,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,105331.9,1.32040932689133,66.4,3,2,Normal Time,Win,Loss,9.0,7.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False
Jupiler Pro League,224,2021-12-10,20.0,4,12,4315.0,0.2876666666666667,1.1,12,2021/2022,10,0,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,105331.9,1.32040932689133,66.4,1,0,Normal Time,Win,Loss,6.0,6.0,2.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True
Jupiler Pro League,225,2021-12-11,18.0,11,17,3004.0,0.2057534246575342,4.7,12,2021/2022,11,0,Stayen,14600.0,Sint-Truiden,LIM,1.0,105331.9,1.32040932689133,66.4,1,2,Normal Time,Loss,Win,7.0,8.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
Jupiler Pro League,226,2021-12-12,18.0,6,8,16448.0,0.8224,11.0,12,2021/2022,12,0,Ghelamco Arena,20000.0,Ghent,VOV,1.0,105331.9,1.32040932689133,66.4,1,0,Normal Time,Win,Loss,9.0,7.0,3.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False
Jupiler Pro League,227,2021-12-12,13.0,2,13,10980.0,0.6596971881759193,9.7,12,2021/2022,12,0,Bosuilstadion,16644.0,Antwerp,ANT,0.0,105331.9,1.32040932689133,66.4,2,3,Normal Time,Loss,Win,11.0,3.0,4.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False
Jupiler Pro League,228,2021-12-12,16.0,1,7,8000.0,0.851063829787234,9.6,12,2021/2022,12,0,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,105331.9,1.32040932689133,66.4,2,0,Normal Time,Win,Loss,12.0,8.0,3.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False
Jupiler Pro League,229,2021-12-12,21.0,3,16,16322.0,0.5616268666987819,10.8,12,2021/2022,12,0,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,105331.9,1.32040932689133,66.4,3,0,Normal Time,Win,Loss,11.0,5.0,3.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False
Jupiler Pro League,230,2021-12-14,18.0,16,15,2368.0,0.0814809717156424,9.7,12,2021/2022,14,0,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,105331.9,1.32040932689133,66.4,2,0,Normal Time,Win,Loss,5.0,8.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False
Jupiler Pro League,231,2021-12-14,21.0,5,12,13500.0,0.6,8.0,12,2021/2022,14,0,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,105331.9,1.32040932689133,66.4,2,0,Normal Time,Win,Loss,11.0,8.0,2.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False
Jupiler Pro League,232,2021-12-15,18.0,7,6,12385.0,0.7506060606060606,8.7,12,2021/2022,15,0,AFAS Stadion,16500.0,Mechelen,ANT,0.0,105331.9,1.32040932689133,66.4,4,3,Normal Time,Win,Loss,8.0,6.0,2.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
Jupiler Pro League,233,2021-12-15,21.0,14,2,8643.0,0.8231428571428572,8.6,12,2021/2022,15,0,Den Dreef,10500.0,Leuven,VBR,1.0,105331.9,1.32040932689133,66.4,1,4,Normal Time,Loss,Win,6.0,5.0,2.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False
Jupiler Pro League,234,2021-12-15,18.0,17,1,5804.0,0.4680645161290322,9.3,12,2021/2022,15,0,Regenboogstadion,12400.0,Waregem,WVL,0.0,105331.9,1.32040932689133,66.4,0,2,Normal Time,Loss,Win,9.0,11.0,2.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False
Jupiler Pro League,235,2021-12-16,18.0,3,8,8664.0,0.5205479452054794,6.6,12,2021/2022,16,0,Bosuilstadion,16644.0,Antwerp,ANT,0.0,105331.9,1.32040932689133,66.4,4,2,Normal Time,Win,Loss,9.0,4.0,3.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False
Jupiler Pro League,236,2021-12-16,21.0,11,4,10043.0,0.4273617021276595,6.6,12,2021/2022,16,0,Cegeka Arena,23500.0,Genk,LIM,1.0,105331.9,1.32040932689133,66.4,4,2,Normal Time,Win,Loss,7.0,8.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
Jupiler Pro League,237,2021-12-18,20.0,6,13,16485.0,0.82425,6.9,12,2021/2022,18,0,Ghelamco Arena,20000.0,Ghent,VOV,1.0,105331.9,1.32040932689133,66.4,2,1,Normal Time,Win,Loss,8.0,4.0,4.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False
Jupiler Pro League,238,2021-12-18,18.0,1,12,7114.0,0.7568085106382979,6.9,12,2021/2022,18,0,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,105331.9,1.32040932689133,66.4,3,2,Normal Time,Win,Loss,12.0,7.0,3.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False
Jupiler Pro League,239,2021-12-18,18.0,17,7,6233.0,0.5026612903225807,7.3,12,2021/2022,18,0,Regenboogstadion,12400.0,Waregem,WVL,0.0,105331.9,1.32040932689133,66.4,3,2,Normal Time,Win,Loss,7.0,11.0,2.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
Jupiler Pro League,240,2021-12-19,18.0,10,3,14253.0,0.6065106382978723,5.7,12,2021/2022,19,0,Cegeka Arena,23500.0,Genk,LIM,1.0,105331.9,1.32040932689133,66.4,1,1,Normal Time,Draw,Draw,10.0,9.0,2.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
Jupiler Pro League,241,2021-12-19,21.0,15,9,4280.0,0.4076190476190476,5.9,12,2021/2022,19,0,Den Dreef,10500.0,Leuven,VBR,1.0,105331.9,1.32040932689133,66.4,2,1,Normal Time,Win,Loss,7.0,9.0,2.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
Jupiler Pro League,242,2021-12-19,13.0,2,4,28000.0,0.963457435826853,8.3,12,2021/2022,19,0,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,105331.9,1.32040932689133,66.4,2,2,Normal Time,Draw,Draw,11.0,5.0,3.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False
Jupiler Pro League,243,2022-01-28,20.0,13,6,2842.0,0.1946575342465753,6.2,1,2021/2022,28,0,Stayen,14600.0,Sint-Truiden,LIM,1.0,106304.5,2.3516867576933502,66.2,0,1,Normal Time,Loss,Win,7.0,9.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False
Jupiler Pro League,244,2022-01-29,20.0,8,15,3268.0,0.1124492464386484,10.5,1,2021/2022,29,0,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,106304.5,2.3516867576933502,66.2,0,1,Normal Time,Loss,Win,7.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False
Jupiler Pro League,245,2022-01-30,16.0,5,2,14000.0,0.7,6.3,1,2021/2022,30,0,Ghelamco Arena,20000.0,Ghent,VOV,1.0,106304.5,2.3516867576933502,66.2,0,1,Normal Time,Loss,Win,8.0,4.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False
Jupiler Pro League,246,2022-01-30,18.0,11,10,10286.0,0.3717383447777376,5.2,1,2021/2022,30,0,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,106304.5,2.3516867576933502,66.2,1,2,Normal Time,Loss,Win,5.0,8.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
Jupiler Pro League,247,2022-01-30,13.0,1,4,6491.0,0.690531914893617,6.2,1,2021/2022,30,1,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,106304.5,2.3516867576933502,66.2,1,0,Normal Time,Win,Loss,14.0,7.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False
