Competition,match_id,Date,Time,Ranking Home Team,Ranking Away Team,Attendance,PercentageAttendance,Temperature (°C),Month,Season,Day,Derby,Stadium,Max Capacity,City,Province,Full Roof,GDP_Real_lagQ,CPI_QoQ_Growth_%_lagQ,Employment_Rate_%_lagQ,Home Team Goals Scored,Away Team Goals Scored,Match Type,Home Team Outcome,Away Team Outcome,Goals Scored in Last 5 Games,Goals Conceded in Last 5 Games,Number of Wins in Last 5 Games,Matchday_10,Matchday_11,Matchday_12,Matchday_13,Matchday_14,Matchday_15,Matchday_16,Matchday_17,Matchday_18,Matchday_19,Matchday_2,Matchday_20,Matchday_21,Matchday_22,Matchday_23,Matchday_24,Matchday_25,Matchday_26,Matchday_27,Matchday_28,Matchday_29,Matchday_3,Matchday_30,Matchday_31,Matchday_32,Matchday_33,Matchday_34,Matchday_4,Matchday_5,Matchday_6,Matchday_7,Matchday_8,Matchday_9,Home Team_Club Brugge,Home Team_FCV Dender EH,Home Team_Genk,Home Team_KAA Gent,Home Team_KV Mechelen,Home Team_KVC Westerlo,Home Team_OH Leuven,Home Team_R Charleroi SC,Home Team_RSC Anderlecht,Home Team_Royal Antwerp,Home Team_Sint-Truiden,Home Team_Standard Liège,Home Team_Union SG,Home Team_Zulte Waregem,Away Team_Club Brugge,Away Team_FCV Dender EH,Away Team_Genk,Away Team_KAA Gent,Away Team_KV Mechelen,Away Team_KVC Westerlo,Away Team_OH Leuven,Away Team_R Charleroi SC,Away Team_RSC Anderlecht,Away Team_Royal Antwerp,Away Team_Sint-Truiden,Away Team_Standard Liège,Away Team_Union SG,Away Team_Unknown,Away Team_Zulte Waregem,Weekday_Monday,Weekday_Saturday,Weekday_Sunday,Weekday_Thursday,Weekday_Tuesday,Weekday_Wednesday,Opposing team Category_Bottom ranked,Opposing team Category_Medium ranked,Opposing team Category_Top ranked,Opposing team Category_Unknown,Home team Category_Bottom ranked,Home team Category_Medium ranked,Home team Category_Top ranked,Home team Category_Unknown,Game day_Weekday,Game day_Weekend,Time slot_Afternoon,Time slot_Evening,Time slot_Night,Weather GoodBad_Bad,Weather GoodBad_Good,Weather_Clear or mostly clear,Weather_Drizzle,Weather_Partly cloudy,Weather_Rainy,Weather_Snowy
Jupiler Pro League,11,2019-08-04,20.0,1,13,12762.0,0.7667627974044701,24.6,8,2019/2020,4,0,Bosuilstadion,16644.0,Antwerp,ANT,0.0,102579.3,0.3594028383608849,65.6,4,1,Normal Time,Win,Loss,8.0,12.0,2.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
Jupiler Pro League,12,2019-08-09,20.0,11,4,19000.0,0.8444444444444444,22.5,8,2019/2020,9,0,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,102579.3,0.3594028383608849,65.6,0,0,Normal Time,Draw,Draw,5.0,6.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
Jupiler Pro League,13,2019-08-10,20.0,8,14,17820.0,0.7582978723404256,22.2,8,2019/2020,10,0,Cegeka Arena,23500.0,Genk,LIM,1.0,102579.3,0.3594028383608849,65.6,0,2,Normal Time,Loss,Win,8.0,4.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False
Jupiler Pro League,14,2019-08-10,20.0,12,10,4032.0,0.1387378707590668,20.2,8,2019/2020,10,0,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,102579.3,0.3594028383608849,65.6,1,3,Normal Time,Loss,Win,5.0,18.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False
Jupiler Pro League,15,2019-08-11,18.0,9,2,9868.0,0.6578666666666667,19.3,8,2019/2020,11,0,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,102579.3,0.3594028383608849,65.6,2,1,Normal Time,Win,Loss,11.0,4.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
Jupiler Pro League,16,2019-08-11,14.0,15,3,10000.0,0.684931506849315,20.0,8,2019/2020,11,0,Stayen,14600.0,Sint-Truiden,LIM,1.0,102579.3,0.3594028383608849,65.6,2,1,Normal Time,Win,Loss,7.0,8.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False
Jupiler Pro League,17,2019-08-16,20.0,1,15,27000.0,0.9290482416901796,20.2,8,2019/2020,16,0,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,102579.3,0.3594028383608849,65.6,0,0,Normal Time,Draw,Draw,8.0,6.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
Jupiler Pro League,18,2019-08-17,20.0,2,16,14513.0,0.8795757575757576,19.0,8,2019/2020,17,0,AFAS Stadion,16500.0,Mechelen,ANT,0.0,102579.3,0.3594028383608849,65.6,3,1,Normal Time,Win,Loss,5.0,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False
Jupiler Pro League,19,2019-08-18,20.0,8,6,17860.0,0.893,18.2,8,2019/2020,18,0,Ghelamco Arena,20000.0,Ghent,VOV,1.0,102579.3,0.3594028383608849,65.6,2,0,Normal Time,Win,Loss,10.0,7.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False
Jupiler Pro League,20,2019-08-18,18.0,4,12,12828.0,0.7707281903388609,18.6,8,2019/2020,18,0,Bosuilstadion,16644.0,Antwerp,ANT,0.0,102579.3,0.3594028383608849,65.6,2,0,Normal Time,Win,Loss,8.0,12.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False
Jupiler Pro League,21,2019-08-18,14.0,5,3,19164.0,0.6925912540657752,17.9,8,2019/2020,18,0,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,102579.3,0.3594028383608849,65.6,4,1,Normal Time,Win,Loss,8.0,7.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False
Jupiler Pro League,22,2019-08-19,20.0,11,7,6058.0,0.4885483870967742,17.7,8,2019/2020,19,0,Regenboogstadion,12400.0,Waregem,WVL,0.0,102579.3,0.3594028383608849,65.6,3,1,Normal Time,Win,Loss,13.0,11.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
Jupiler Pro League,23,2019-08-23,20.0,8,13,22105.0,0.9406382978723404,22.7,8,2019/2020,23,0,Cegeka Arena,23500.0,Genk,LIM,1.0,102579.3,0.3594028383608849,65.6,1,0,Normal Time,Win,Loss,8.0,4.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False
Jupiler Pro League,24,2019-08-24,20.0,16,15,4139.0,0.1424196545316908,23.7,8,2019/2020,24,0,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,102579.3,0.3594028383608849,65.6,1,0,Normal Time,Win,Loss,5.0,18.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
Jupiler Pro League,25,2019-08-24,20.0,12,10,4789.0,0.3280136986301369,26.4,8,2019/2020,24,0,Stayen,14600.0,Sint-Truiden,LIM,1.0,102579.3,0.3594028383608849,65.6,0,0,Normal Time,Draw,Draw,7.0,8.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False
Jupiler Pro League,26,2019-08-25,18.0,3,6,26282.0,0.9498373689916878,28.6,8,2019/2020,25,0,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,102579.3,0.3594028383608849,65.6,2,1,Normal Time,Win,Loss,8.0,7.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False
Jupiler Pro League,27,2019-08-30,20.0,4,5,14847.0,0.8998181818181819,20.3,8,2019/2020,30,0,AFAS Stadion,16500.0,Mechelen,ANT,0.0,102579.3,0.3594028383608849,65.6,2,2,Normal Time,Draw,Draw,5.0,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False
Jupiler Pro League,28,2019-09-01,20.0,8,13,17525.0,0.87625,17.1,9,2019/2020,1,0,Ghelamco Arena,20000.0,Ghent,VOV,1.0,102579.3,0.3594028383608849,65.6,3,2,Normal Time,Win,Loss,10.0,7.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False
Jupiler Pro League,29,2019-09-01,20.0,10,2,7411.0,0.5976612903225806,16.7,9,2019/2020,1,0,Regenboogstadion,12400.0,Waregem,WVL,0.0,102579.3,0.3594028383608849,65.6,2,0,Normal Time,Win,Loss,13.0,11.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False
Jupiler Pro League,30,2019-09-01,18.0,14,1,19500.0,0.8666666666666667,19.2,9,2019/2020,1,0,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,102579.3,0.3594028383608849,65.6,1,0,Normal Time,Win,Loss,5.0,6.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
Jupiler Pro League,31,2019-09-01,14.0,3,6,27774.0,0.9556809579519648,18.1,9,2019/2020,1,0,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,102579.3,0.3594028383608849,65.6,1,1,Normal Time,Draw,Draw,8.0,6.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False
Jupiler Pro League,32,2019-09-13,20.0,10,7,9508.0,0.6338666666666667,18.1,9,2019/2020,13,0,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,102579.3,0.3594028383608849,65.6,2,1,Normal Time,Win,Loss,11.0,4.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
Jupiler Pro League,33,2019-09-14,20.0,14,3,12120.0,0.4170394329364806,15.6,9,2019/2020,14,1,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,102579.3,0.3594028383608849,65.6,0,2,Normal Time,Loss,Win,5.0,18.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
Jupiler Pro League,34,2019-09-14,20.0,12,16,5465.0,0.3743150684931506,15.6,9,2019/2020,14,0,Stayen,14600.0,Sint-Truiden,LIM,1.0,102579.3,0.3594028383608849,65.6,1,1,Normal Time,Draw,Draw,7.0,8.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False
Jupiler Pro League,35,2019-09-15,18.0,6,4,16718.0,0.8359,22.8,9,2019/2020,15,0,Ghelamco Arena,20000.0,Ghent,VOV,1.0,102579.3,0.3594028383608849,65.6,3,0,Normal Time,Win,Loss,10.0,7.0,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False
Jupiler Pro League,36,2019-09-15,14.0,13,2,20000.0,0.8888888888888888,22.4,9,2019/2020,15,0,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,102579.3,0.3594028383608849,65.6,1,2,Normal Time,Loss,Win,5.0,6.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False
Jupiler Pro League,37,2019-09-21,20.0,2,14,11398.0,0.6848113434270608,21.5,9,2019/2020,21,0,Bosuilstadion,16644.0,Antwerp,ANT,0.0,102579.3,0.3594028383608849,65.6,3,1,Normal Time,Win,Loss,8.0,12.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False
Jupiler Pro League,38,2019-09-21,20.0,9,10,18114.0,0.7708085106382979,20.0,9,2019/2020,21,0,Cegeka Arena,23500.0,Genk,LIM,1.0,102579.3,0.3594028383608849,65.6,3,1,Normal Time,Win,Loss,8.0,4.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False
