Competition,Matchday,Time,Home Team,Ranking Home Team,Away Team,Ranking Away Team,Attendance,Weather,Temperature (°C),Date,Weekday,Month,Year,Season,quarter,Stadium,Max Capacity,City,Province,Full Roof,PercentageAttendance,GDP_Real_lagQ,CPI_QoQ_Growth_%_lagQ,Employment_Rate_%_lagQ,Home Team Goals Scored,Away Team Goals Scored,Match Type,Home Team Outcome,Away Team Outcome,Day,Goals Scored in Last 5 Games,Goals Conceded in Last 5 Games,Number of Wins in Last 5 Games
Jupiler Pro League,12,13.0,Royal Antwerp,4,Club Brugge,2,15734,Clear or mostly clear,11.6,2021-10-24,Sunday,10,2021,2021/2022,4,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.9453256428743091,105331.9,1.32040932689133,66.4,1,1,Normal Time,Draw,Draw,24,11.0,5.0,4.0
Jupiler Pro League,12,21.0,OH Leuven,16,Sint-Truiden,11,5100,Clear or mostly clear,8.8,2021-10-24,Sunday,10,2021,2021/2022,4,Den Dreef,10500.0,Leuven,VBR,1.0,0.4857142857142857,105331.9,1.32040932689133,66.4,4,1,Normal Time,Win,Loss,24,9.0,3.0,3.0
Jupiler Pro League,12,16.0,RSC Anderlecht,8,Beerschot VA,18,20000,Clear or mostly clear,13.6,2021-10-24,Sunday,10,2021,2021/2022,4,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.8888888888888888,105331.9,1.32040932689133,66.4,4,2,Normal Time,Win,Loss,24,16.0,5.0,3.0
Jupiler Pro League,13,18.0,Standard Liège,13,KV Kortrijk,8,16852,Drizzle,13.2,2021-10-30,Saturday,10,2021,2021/2022,4,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.6090350560173473,105331.9,1.32040932689133,66.4,1,1,Normal Time,Draw,Draw,30,4.0,5.0,1.0
Jupiler Pro League,13,16.0,R Charleroi SC,7,KAS Eupen,4,5328,Partly cloudy,13.7,2021-10-30,Saturday,10,2021,2021/2022,4,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.3552,105331.9,1.32040932689133,66.4,3,0,Normal Time,Win,Loss,30,8.0,4.0,3.0
Jupiler Pro League,13,20.0,Sint-Truiden,12,Club Brugge,2,6000,Drizzle,13.1,2021-10-30,Saturday,10,2021,2021/2022,4,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.410958904109589,105331.9,1.32040932689133,66.4,1,2,Normal Time,Loss,Win,30,4.0,9.0,0.0
Jupiler Pro League,13,21.0,KAA Gent,9,Union SG,1,17541,Clear or mostly clear,11.0,2021-10-31,Sunday,10,2021,2021/2022,4,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.87705,105331.9,1.32040932689133,66.4,0,2,Normal Time,Loss,Win,31,11.0,6.0,3.0
Jupiler Pro League,13,16.0,Cercle Brugge,17,Royal Antwerp,3,3273,Rainy,13.6,2021-10-31,Sunday,10,2021,2021/2022,4,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.11262129240933177,105331.9,1.32040932689133,66.4,0,1,Normal Time,Loss,Win,31,6.0,10.0,1.0
Jupiler Pro League,13,18.0,RSC Anderlecht,6,OH Leuven,15,19000,Rainy,14.7,2021-10-31,Sunday,10,2021,2021/2022,4,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.8444444444444444,105331.9,1.32040932689133,66.4,2,2,Normal Time,Draw,Draw,31,19.0,7.0,3.0
Jupiler Pro League,13,13.0,Zulte Waregem,14,Genk,10,7249,Partly cloudy,13.7,2021-10-31,Sunday,10,2021,2021/2022,4,Regenboogstadion,12400.0,Waregem,WVL,0.0,0.5845967741935484,105331.9,1.32040932689133,66.4,2,6,Normal Time,Loss,Win,31,9.0,11.0,1.0
Jupiler Pro League,14,20.0,OH Leuven,14,KV Oostende,11,5540,Clear or mostly clear,7.0,2021-11-05,Friday,11,2021,2021/2022,4,Den Dreef,10500.0,Leuven,VBR,1.0,0.5276190476190477,105331.9,1.32040932689133,66.4,1,0,Normal Time,Win,Loss,5,9.0,3.0,3.0
Jupiler Pro League,14,18.0,KV Mechelen,4,Sint-Truiden,13,14668,Partly cloudy,9.7,2021-11-06,Saturday,11,2021,2021/2022,4,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.888969696969697,105331.9,1.32040932689133,66.4,0,1,Normal Time,Loss,Win,6,13.0,3.0,4.0
Jupiler Pro League,14,20.0,Union SG,1,R Charleroi SC,5,8100,Partly cloudy,9.2,2021-11-06,Saturday,11,2021,2021/2022,4,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,0.8617021276595744,105331.9,1.32040932689133,66.4,4,0,Normal Time,Win,Loss,6,10.0,10.0,2.0
Jupiler Pro League,14,18.0,Royal Antwerp,3,RSC Anderlecht,6,15000,Partly cloudy,9.7,2021-11-07,Sunday,11,2021,2021/2022,4,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.9012256669069935,105331.9,1.32040932689133,66.4,2,0,Normal Time,Win,Loss,7,11.0,5.0,4.0
Jupiler Pro League,14,13.0,Club Brugge,2,Standard Liège,12,26305,Partly cloudy,11.5,2021-11-07,Sunday,11,2021,2021/2022,4,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.9051338517651917,105331.9,1.32040932689133,66.4,2,2,Normal Time,Draw,Draw,7,9.0,2.0,4.0
Jupiler Pro League,14,21.0,Genk,7,Cercle Brugge,17,12829,Drizzle,7.5,2021-11-07,Sunday,11,2021,2021/2022,4,Cegeka Arena,23500.0,Genk,LIM,1.0,0.5459148936170213,105331.9,1.32040932689133,66.4,1,1,Normal Time,Draw,Draw,7,6.0,7.0,2.0
Jupiler Pro League,15,20.0,KV Mechelen,4,Club Brugge,3,16254,Partly cloudy,11.0,2021-11-19,Friday,11,2021,2021/2022,4,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.9850909090909091,105331.9,1.32040932689133,66.4,2,1,Normal Time,Win,Loss,19,11.0,4.0,3.0
Jupiler Pro League,15,18.0,Zulte Waregem,15,KAA Gent,10,7976,Partly cloudy,9.0,2021-11-20,Saturday,11,2021,2021/2022,4,Regenboogstadion,12400.0,Waregem,WVL,0.0,0.6432258064516129,105331.9,1.32040932689133,66.4,1,2,Normal Time,Loss,Win,20,10.0,15.0,1.0
Jupiler Pro League,15,20.0,Standard Liège,13,KAS Eupen,7,16341,Partly cloudy,9.3,2021-11-20,Saturday,11,2021,2021/2022,4,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.5905674015178894,105331.9,1.32040932689133,66.4,1,0,Normal Time,Win,Loss,20,5.0,6.0,1.0
Jupiler Pro League,15,16.0,Cercle Brugge,17,R Charleroi SC,5,2527,Partly cloudy,10.2,2021-11-20,Saturday,11,2021,2021/2022,4,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.08695203358337347,105331.9,1.32040932689133,66.4,1,2,Normal Time,Loss,Win,20,5.0,9.0,1.0
Jupiler Pro League,15,18.0,OH Leuven,14,RFC Seraing,16,4767,Partly cloudy,9.4,2021-11-20,Saturday,11,2021,2021/2022,4,Den Dreef,10500.0,Leuven,VBR,1.0,0.454,105331.9,1.32040932689133,66.4,1,3,Normal Time,Loss,Win,20,9.0,3.0,3.0
Jupiler Pro League,15,16.0,Sint-Truiden,11,Royal Antwerp,2,5370,Partly cloudy,7.8,2021-11-21,Sunday,11,2021,2021/2022,4,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.3678082191780822,105331.9,1.32040932689133,66.4,2,1,Normal Time,Win,Loss,21,5.0,10.0,0.0
Jupiler Pro League,15,13.0,RSC Anderlecht,8,KV Kortrijk,9,18000,Partly cloudy,9.1,2021-11-21,Sunday,11,2021,2021/2022,4,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.8,105331.9,1.32040932689133,66.4,1,1,Normal Time,Draw,Draw,21,15.0,8.0,2.0
Jupiler Pro League,16,20.0,Union SG,1,OH Leuven,14,8100,Partly cloudy,4.4,2021-11-26,Friday,11,2021,2021/2022,4,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,0.8617021276595744,105331.9,1.32040932689133,66.4,1,3,Normal Time,Loss,Win,26,10.0,10.0,2.0
Jupiler Pro League,16,18.0,Cercle Brugge,17,KV Mechelen,4,2870,Partly cloudy,5.6,2021-11-27,Saturday,11,2021,2021/2022,4,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.09875438717225242,105331.9,1.32040932689133,66.4,3,1,Normal Time,Win,Loss,27,3.0,9.0,0.0
Jupiler Pro League,16,20.0,R Charleroi SC,5,RSC Anderlecht,6,9200,Snowy,1.0,2021-11-27,Saturday,11,2021,2021/2022,4,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.6133333333333333,105331.9,1.32040932689133,66.4,1,3,Normal Time,Loss,Win,27,7.0,4.0,3.0
Jupiler Pro League,16,18.0,KAA Gent,7,Standard Liège,12,18120,Drizzle,2.9,2021-11-28,Sunday,11,2021,2021/2022,4,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.906,105331.9,1.32040932689133,66.4,3,1,Normal Time,Win,Loss,28,10.0,7.0,3.0
Jupiler Pro League,16,21.0,Royal Antwerp,2,KV Oostende,13,10117,Partly cloudy,1.5,2021-11-28,Sunday,11,2021,2021/2022,4,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.6078466714732036,105331.9,1.32040932689133,66.4,3,0,Normal Time,Win,Loss,28,10.0,4.0,4.0
Jupiler Pro League,16,16.0,Zulte Waregem,16,Beerschot VA,18,4949,Snowy,2.4,2021-11-28,Sunday,11,2021,2021/2022,4,Regenboogstadion,12400.0,Waregem,WVL,0.0,0.39911290322580645,105331.9,1.32040932689133,66.4,2,0,Normal Time,Win,Loss,28,9.0,15.0,1.0
Jupiler Pro League,16,13.0,Genk,8,Club Brugge,3,18173,Partly cloudy,3.4,2021-11-28,Sunday,11,2021,2021/2022,4,Cegeka Arena,23500.0,Genk,LIM,1.0,0.7733191489361703,105331.9,1.32040932689133,66.4,2,3,Normal Time,Loss,Win,28,6.0,8.0,1.0
Jupiler Pro League,17,20.0,Sint-Truiden,11,Union SG,1,4328,Drizzle,3.5,2021-12-03,Friday,12,2021,2021/2022,4,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.2964383561643836,105331.9,1.32040932689133,66.4,1,2,Normal Time,Loss,Win,3,7.0,8.0,1.0
Jupiler Pro League,17,16.0,OH Leuven,13,KAA Gent,7,4047,Drizzle,5.9,2021-12-04,Saturday,12,2021,2021/2022,4,Den Dreef,10500.0,Leuven,VBR,1.0,0.38542857142857145,105331.9,1.32040932689133,66.4,0,1,Normal Time,Loss,Win,4,8.0,5.0,3.0
Jupiler Pro League,17,20.0,Club Brugge,3,RFC Seraing,14,23800,Clear or mostly clear,4.5,2021-12-04,Saturday,12,2021,2021/2022,4,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.818938820452825,105331.9,1.32040932689133,66.4,3,2,Normal Time,Win,Loss,4,9.0,3.0,3.0
Jupiler Pro League,17,18.0,Standard Liège,12,R Charleroi SC,5,22512,Partly cloudy,4.1,2021-12-05,Sunday,12,2021,2021/2022,4,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.8135887242500903,105331.9,1.32040932689133,66.4,0,3,Normal Time,Loss,Win,5,5.0,6.0,1.0
Jupiler Pro League,17,21.0,KV Mechelen,4,Genk,10,13142,Partly cloudy,2.4,2021-12-05,Sunday,12,2021,2021/2022,4,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.7964848484848485,105331.9,1.32040932689133,66.4,1,1,Normal Time,Draw,Draw,5,9.0,5.0,3.0
Jupiler Pro League,17,16.0,RSC Anderlecht,6,Zulte Waregem,16,18000,Partly cloudy,4.3,2021-12-05,Sunday,12,2021,2021/2022,4,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.8,105331.9,1.32040932689133,66.4,3,2,Normal Time,Win,Loss,5,9.0,7.0,1.0
Jupiler Pro League,18,20.0,R Charleroi SC,4,KV Oostende,12,4315,Snowy,1.1,2021-12-10,Friday,12,2021,2021/2022,4,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.2876666666666667,105331.9,1.32040932689133,66.4,1,0,Normal Time,Win,Loss,10,6.0,6.0,2.0
Jupiler Pro League,18,18.0,Sint-Truiden,11,Cercle Brugge,17,3004,Partly cloudy,4.7,2021-12-11,Saturday,12,2021,2021/2022,4,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.20575342465753424,105331.9,1.32040932689133,66.4,1,2,Normal Time,Loss,Win,11,7.0,8.0,1.0
Jupiler Pro League,18,18.0,KAA Gent,6,Genk,8,16448,Partly cloudy,11.0,2021-12-12,Sunday,12,2021,2021/2022,4,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.8224,105331.9,1.32040932689133,66.4,1,0,Normal Time,Win,Loss,12,9.0,7.0,3.0
Jupiler Pro League,18,13.0,Royal Antwerp,2,Standard Liège,13,10980,Drizzle,9.7,2021-12-12,Sunday,12,2021,2021/2022,4,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.6596971881759193,105331.9,1.32040932689133,66.4,2,3,Normal Time,Loss,Win,12,11.0,3.0,4.0
Jupiler Pro League,18,16.0,Union SG,1,KV Mechelen,7,8000,Partly cloudy,9.6,2021-12-12,Sunday,12,2021,2021/2022,4,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,0.851063829787234,105331.9,1.32040932689133,66.4,2,0,Normal Time,Win,Loss,12,12.0,8.0,3.0
Jupiler Pro League,18,21.0,Club Brugge,3,Zulte Waregem,16,16322,Drizzle,10.8,2021-12-12,Sunday,12,2021,2021/2022,4,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.5616268666987819,105331.9,1.32040932689133,66.4,3,0,Normal Time,Win,Loss,12,11.0,5.0,3.0
Jupiler Pro League,19,18.0,Cercle Brugge,16,RFC Seraing,15,2368,Partly cloudy,9.7,2021-12-14,Tuesday,12,2021,2021/2022,4,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.08148097171564242,105331.9,1.32040932689133,66.4,2,0,Normal Time,Win,Loss,14,5.0,8.0,1.0
Jupiler Pro League,19,21.0,RSC Anderlecht,5,Sint-Truiden,12,13500,Partly cloudy,8.0,2021-12-14,Tuesday,12,2021,2021/2022,4,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.6,105331.9,1.32040932689133,66.4,2,0,Normal Time,Win,Loss,14,11.0,8.0,2.0
Jupiler Pro League,19,18.0,KV Mechelen,7,KAA Gent,6,12385,Partly cloudy,8.7,2021-12-15,Wednesday,12,2021,2021/2022,4,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.7506060606060606,105331.9,1.32040932689133,66.4,4,3,Normal Time,Win,Loss,15,8.0,6.0,2.0
Jupiler Pro League,19,21.0,OH Leuven,14,Club Brugge,2,8643,Partly cloudy,8.6,2021-12-15,Wednesday,12,2021,2021/2022,4,Den Dreef,10500.0,Leuven,VBR,1.0,0.8231428571428572,105331.9,1.32040932689133,66.4,1,4,Normal Time,Loss,Win,15,6.0,5.0,2.0
Jupiler Pro League,19,18.0,Zulte Waregem,17,Union SG,1,5804,Drizzle,9.3,2021-12-15,Wednesday,12,2021,2021/2022,4,Regenboogstadion,12400.0,Waregem,WVL,0.0,0.46806451612903227,105331.9,1.32040932689133,66.4,0,2,Normal Time,Loss,Win,15,9.0,11.0,2.0
Jupiler Pro League,19,18.0,Royal Antwerp,3,KAS Eupen,8,8664,Clear or mostly clear,6.6,2021-12-16,Thursday,12,2021,2021/2022,4,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.5205479452054794,105331.9,1.32040932689133,66.4,4,2,Normal Time,Win,Loss,16,9.0,4.0,3.0
Jupiler Pro League,19,21.0,Genk,11,R Charleroi SC,4,10043,Partly cloudy,6.6,2021-12-16,Thursday,12,2021,2021/2022,4,Cegeka Arena,23500.0,Genk,LIM,1.0,0.42736170212765956,105331.9,1.32040932689133,66.4,4,2,Normal Time,Win,Loss,16,7.0,8.0,1.0
Jupiler Pro League,20,20.0,KAA Gent,6,Sint-Truiden,13,16485,Partly cloudy,6.9,2021-12-18,Saturday,12,2021,2021/2022,4,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.82425,105331.9,1.32040932689133,66.4,2,1,Normal Time,Win,Loss,18,8.0,4.0,4.0
Jupiler Pro League,20,18.0,Union SG,1,Cercle Brugge,12,7114,Partly cloudy,6.9,2021-12-18,Saturday,12,2021,2021/2022,4,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,0.7568085106382979,105331.9,1.32040932689133,66.4,3,2,Normal Time,Win,Loss,18,12.0,7.0,3.0
Jupiler Pro League,20,18.0,Zulte Waregem,17,KV Mechelen,7,6233,Partly cloudy,7.3,2021-12-18,Saturday,12,2021,2021/2022,4,Regenboogstadion,12400.0,Waregem,WVL,0.0,0.5026612903225807,105331.9,1.32040932689133,66.4,3,2,Normal Time,Win,Loss,18,7.0,11.0,2.0
Jupiler Pro League,20,18.0,Genk,10,Royal Antwerp,3,14253,Partly cloudy,5.7,2021-12-19,Sunday,12,2021,2021/2022,4,Cegeka Arena,23500.0,Genk,LIM,1.0,0.6065106382978723,105331.9,1.32040932689133,66.4,1,1,Normal Time,Draw,Draw,19,10.0,9.0,2.0
Jupiler Pro League,20,21.0,OH Leuven,15,Standard Liège,9,4280,Partly cloudy,5.9,2021-12-19,Sunday,12,2021,2021/2022,4,Den Dreef,10500.0,Leuven,VBR,1.0,0.4076190476190476,105331.9,1.32040932689133,66.4,2,1,Normal Time,Win,Loss,19,7.0,9.0,2.0
Jupiler Pro League,20,13.0,Club Brugge,2,RSC Anderlecht,4,28000,Partly cloudy,8.3,2021-12-19,Sunday,12,2021,2021/2022,4,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.963457435826853,105331.9,1.32040932689133,66.4,2,2,Normal Time,Draw,Draw,19,11.0,5.0,3.0
Jupiler Pro League,25,20.0,Sint-Truiden,13,R Charleroi SC,6,2842,Partly cloudy,6.2,2022-01-28,Friday,1,2022,2021/2022,1,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.19465753424657534,106304.5,2.3516867576933502,66.2,0,1,Normal Time,Loss,Win,28,7.0,9.0,1.0
Jupiler Pro League,25,20.0,Cercle Brugge,8,KV Oostende,15,3268,Drizzle,10.5,2022-01-29,Saturday,1,2022,2021/2022,1,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.11244924643864841,106304.5,2.3516867576933502,66.2,0,1,Normal Time,Loss,Win,29,7.0,5.0,2.0
Jupiler Pro League,25,16.0,KAA Gent,5,Royal Antwerp,2,14000,Partly cloudy,6.3,2022-01-30,Sunday,1,2022,2021/2022,1,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.7,106304.5,2.3516867576933502,66.2,0,1,Normal Time,Loss,Win,30,8.0,4.0,4.0
Jupiler Pro League,25,18.0,Standard Liège,11,KV Mechelen,10,10286,Partly cloudy,5.2,2022-01-30,Sunday,1,2022,2021/2022,1,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.3717383447777376,106304.5,2.3516867576933502,66.2,1,2,Normal Time,Loss,Win,30,5.0,8.0,1.0
Jupiler Pro League,25,13.0,Union SG,1,RSC Anderlecht,4,6491,Partly cloudy,6.2,2022-01-30,Sunday,1,2022,2021/2022,1,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,0.690531914893617,106304.5,2.3516867576933502,66.2,1,0,Normal Time,Win,Loss,30,14.0,7.0,4.0
Jupiler Pro League,26,20.0,R Charleroi SC,5,RFC Seraing,17,4063,Clear or mostly clear,2.8,2022-02-04,Friday,2,2022,2021/2022,1,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.27086666666666664,106304.5,2.3516867576933502,66.2,2,0,Normal Time,Win,Loss,4,7.0,5.0,3.0
Jupiler Pro League,26,13.0,Club Brugge,3,KAA Gent,6,14647,Rainy,9.0,2022-02-06,Sunday,2,2022,2021/2022,1,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.5039914665198542,106304.5,2.3516867576933502,66.2,1,2,Normal Time,Loss,Win,6,12.0,6.0,3.0
Jupiler Pro League,26,16.0,KV Mechelen,7,Beerschot VA,18,8137,Drizzle,8.0,2022-02-06,Sunday,2,2022,2021/2022,1,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.4931515151515152,106304.5,2.3516867576933502,66.2,3,2,Normal Time,Win,Loss,6,9.0,8.0,2.0
Jupiler Pro League,26,21.0,Genk,8,Zulte Waregem,16,10012,Rainy,5.9,2022-02-06,Sunday,2,2022,2021/2022,1,Cegeka Arena,23500.0,Genk,LIM,1.0,0.42604255319148937,106304.5,2.3516867576933502,66.2,2,0,Normal Time,Win,Loss,6,8.0,10.0,1.0
Jupiler Pro League,26,18.0,RSC Anderlecht,4,KAS Eupen,15,13000,Drizzle,8.4,2022-02-06,Sunday,2,2022,2021/2022,1,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.5777777777777777,106304.5,2.3516867576933502,66.2,4,1,Normal Time,Win,Loss,6,12.0,7.0,3.0
Jupiler Pro League,25,21.0,OH Leuven,12,Genk,7,4042,Partly cloudy,7.5,2022-02-09,Wednesday,2,2022,2021/2022,1,Den Dreef,10500.0,Leuven,VBR,1.0,0.38495238095238093,106304.5,2.3516867576933502,66.2,2,1,Normal Time,Win,Loss,9,5.0,9.0,2.0
Jupiler Pro League,22,18.0,Zulte Waregem,16,KV Oostende,15,6070,Partly cloudy,9.9,2022-02-09,Wednesday,2,2022,2021/2022,1,Regenboogstadion,12400.0,Waregem,WVL,0.0,0.48951612903225805,106304.5,2.3516867576933502,66.2,0,0,Normal Time,Draw,Draw,9,8.0,12.0,2.0
Jupiler Pro League,27,18.0,OH Leuven,9,Cercle Brugge,10,3989,Clear or mostly clear,6.0,2022-02-12,Saturday,2,2022,2021/2022,1,Den Dreef,10500.0,Leuven,VBR,1.0,0.3799047619047619,106304.5,2.3516867576933502,66.2,3,2,Normal Time,Win,Loss,12,6.0,10.0,2.0
Jupiler Pro League,27,18.0,KV Mechelen,7,KV Oostende,14,8314,Clear or mostly clear,6.1,2022-02-12,Saturday,2,2022,2021/2022,1,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.5038787878787879,106304.5,2.3516867576933502,66.2,3,0,Normal Time,Win,Loss,12,10.0,8.0,3.0
Jupiler Pro League,27,20.0,Zulte Waregem,16,RSC Anderlecht,4,6500,Clear or mostly clear,3.8,2022-02-12,Saturday,2,2022,2021/2022,1,Regenboogstadion,12400.0,Waregem,WVL,0.0,0.5241935483870968,106304.5,2.3516867576933502,66.2,1,2,Normal Time,Loss,Win,12,6.0,6.0,2.0
Jupiler Pro League,27,13.0,Genk,8,Standard Liège,12,13581,Partly cloudy,7.6,2022-02-13,Sunday,2,2022,2021/2022,1,Cegeka Arena,23500.0,Genk,LIM,1.0,0.5779148936170213,106304.5,2.3516867576933502,66.2,2,0,Normal Time,Win,Loss,13,10.0,7.0,2.0
Jupiler Pro League,27,18.0,Club Brugge,3,R Charleroi SC,5,15358,Partly cloudy,9.4,2022-02-13,Sunday,2,2022,2021/2022,1,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.5284564035510289,106304.5,2.3516867576933502,66.2,2,0,Normal Time,Win,Loss,13,11.0,8.0,2.0
Jupiler Pro League,27,16.0,Union SG,1,Sint-Truiden,13,6500,Partly cloudy,9.2,2022-02-13,Sunday,2,2022,2021/2022,1,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,0.6914893617021277,106304.5,2.3516867576933502,66.2,0,1,Normal Time,Loss,Win,13,11.0,5.0,4.0
Jupiler Pro League,24,18.0,Genk,9,KV Mechelen,7,10719,Rainy,12.4,2022-02-16,Wednesday,2,2022,2021/2022,1,Cegeka Arena,23500.0,Genk,LIM,1.0,0.4561276595744681,106304.5,2.3516867576933502,66.2,4,1,Normal Time,Win,Loss,16,11.0,6.0,3.0
Jupiler Pro League,28,16.0,Cercle Brugge,10,Beerschot VA,18,3872,Partly cloudy,7.7,2022-02-19,Saturday,2,2022,2021/2022,1,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.1332323996971991,106304.5,2.3516867576933502,66.2,2,0,Normal Time,Win,Loss,19,6.0,5.0,2.0
Jupiler Pro League,28,20.0,R Charleroi SC,6,Union SG,1,7118,Drizzle,6.2,2022-02-19,Saturday,2,2022,2021/2022,1,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.4745333333333333,106304.5,2.3516867576933502,66.2,0,3,Normal Time,Loss,Win,19,9.0,3.0,4.0
Jupiler Pro League,28,13.0,Royal Antwerp,2,KV Mechelen,7,11354,Drizzle,10.1,2022-02-20,Sunday,2,2022,2021/2022,1,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.682167748137467,106304.5,2.3516867576933502,66.2,1,2,Normal Time,Loss,Win,20,12.0,6.0,3.0
Jupiler Pro League,28,21.0,Sint-Truiden,11,OH Leuven,9,2471,Drizzle,10.1,2022-02-20,Sunday,2,2022,2021/2022,1,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.16924657534246576,106304.5,2.3516867576933502,66.2,2,0,Normal Time,Win,Loss,20,5.0,8.0,1.0
Jupiler Pro League,28,18.0,RSC Anderlecht,4,Genk,8,18000,Drizzle,10.0,2022-02-20,Sunday,2,2022,2021/2022,1,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.8,106304.5,2.3516867576933502,66.2,2,0,Normal Time,Win,Loss,20,12.0,6.0,3.0
Jupiler Pro League,28,18.0,KAA Gent,5,RFC Seraing,17,16469,Partly cloudy,10.2,2022-02-23,Wednesday,2,2022,2021/2022,1,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.82345,106304.5,2.3516867576933502,66.2,4,0,Normal Time,Win,Loss,23,6.0,5.0,3.0
Jupiler Pro League,29,18.0,KV Mechelen,6,Cercle Brugge,10,9881,Partly cloudy,6.7,2022-02-26,Saturday,2,2022,2021/2022,1,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.5988484848484849,106304.5,2.3516867576933502,66.2,2,2,Normal Time,Draw,Draw,26,13.0,7.0,4.0
Jupiler Pro League,29,20.0,OH Leuven,9,RSC Anderlecht,4,7801,Partly cloudy,3.1,2022-02-26,Saturday,2,2022,2021/2022,1,Den Dreef,10500.0,Leuven,VBR,1.0,0.7429523809523809,106304.5,2.3516867576933502,66.2,0,0,Normal Time,Draw,Draw,26,8.0,9.0,3.0
Jupiler Pro League,29,16.0,Union SG,1,KAS Eupen,15,7040,Clear or mostly clear,8.1,2022-02-26,Saturday,2,2022,2021/2022,1,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,0.7489361702127659,106304.5,2.3516867576933502,66.2,0,0,Normal Time,Draw,Draw,26,7.0,6.0,3.0
Jupiler Pro League,29,13.0,Club Brugge,2,Royal Antwerp,3,23157,Clear or mostly clear,6.7,2022-02-27,Sunday,2,2022,2021/2022,1,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.7968137086229441,106304.5,2.3516867576933502,66.2,4,1,Normal Time,Win,Loss,27,11.0,6.0,3.0
Jupiler Pro League,29,21.0,Zulte Waregem,16,RFC Seraing,17,6640,Clear or mostly clear,4.5,2022-02-27,Sunday,2,2022,2021/2022,1,Regenboogstadion,12400.0,Waregem,WVL,0.0,0.535483870967742,106304.5,2.3516867576933502,66.2,1,0,Normal Time,Win,Loss,27,6.0,6.0,2.0
