Competition,Matchday,Time,Home Team,Ranking Home Team,Away Team,Ranking Away Team,Attendance,Weather,Temperature (°C),Date,Weekday,Month,Year,Season,quarter,Stadium,Max Capacity,City,Province,Full Roof,PercentageAttendance,GDP_Real_lagQ,CPI_QoQ_Growth_%_lagQ,Employment_Rate_%_lagQ,Home Team Goals Scored,Away Team Goals Scored,Match Type,Home Team Outcome,Away Team Outcome,Day,Goals Scored in Last 5 Games,Goals Conceded in Last 5 Games,Number of Wins in Last 5 Games
Jupiler Pro League,28,13.0,Genk,6,Club Brugge,3,21481,Drizzle,11.7,2024-03-03,Sunday,3,2024,2023/2024,1,Cegeka Arena,23500.0,Genk,LIM,1.0,0.9140851063829787,110633.3,0.3943033541726059,66.9,0,3,Normal Time,Loss,Win,3,11.0,3.0,3.0
Jupiler Pro League,28,18.0,RSC Anderlecht,2,KAS Eupen,15,22900,Drizzle,7.8,2024-03-03,Sunday,3,2024,2023/2024,1,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,1.0177777777777777,110633.3,0.3943033541726059,66.9,1,0,Normal Time,Win,Loss,3,11.0,4.0,4.0
Jupiler Pro League,29,20.0,KV Mechelen,8,KVC Westerlo,11,16225,Clear or mostly clear,8.0,2024-03-08,Friday,3,2024,2023/2024,1,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.9833333333333333,110633.3,0.3943033541726059,66.9,3,1,Normal Time,Win,Loss,8,12.0,4.0,3.0
Jupiler Pro League,29,18.0,R Charleroi SC,12,Cercle Brugge,5,10697,Partly cloudy,11.9,2024-03-09,Saturday,3,2024,2023/2024,1,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.7131333333333333,110633.3,0.3943033541726059,66.9,0,0,Normal Time,Draw,Draw,9,6.0,9.0,2.0
Jupiler Pro League,29,18.0,Union SG,1,KAA Gent,7,8194,Drizzle,11.1,2024-03-10,Sunday,3,2024,2023/2024,1,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,0.8717021276595744,110633.3,0.3943033541726059,66.9,1,1,Normal Time,Draw,Draw,10,10.0,6.0,4.0
Jupiler Pro League,29,13.0,Genk,6,Standard Liège,10,19423,Partly cloudy,12.1,2024-03-10,Sunday,3,2024,2023/2024,1,Cegeka Arena,23500.0,Genk,LIM,1.0,0.8265106382978723,110633.3,0.3943033541726059,66.9,1,0,Normal Time,Win,Loss,10,7.0,6.0,2.0
Jupiler Pro League,29,16.0,Club Brugge,3,OH Leuven,13,19611,Drizzle,10.4,2024-03-10,Sunday,3,2024,2023/2024,1,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.6747987062143005,110633.3,0.3943033541726059,66.9,3,1,Normal Time,Win,Loss,10,12.0,6.0,2.0
Jupiler Pro League,30,18.0,Standard Liège,10,KAS Eupen,14,15926,Partly cloudy,9.9,2024-03-16,Saturday,3,2024,2023/2024,1,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.5755692085290929,110633.3,0.3943033541726059,66.9,4,0,Normal Time,Win,Loss,16,6.0,5.0,2.0
Jupiler Pro League,30,20.0,RSC Anderlecht,2,KV Kortrijk,16,21900,Partly cloudy,7.7,2024-03-16,Saturday,3,2024,2023/2024,1,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.9733333333333334,110633.3,0.3943033541726059,66.9,0,1,Normal Time,Loss,Win,16,10.0,3.0,4.0
Jupiler Pro League,30,16.0,Royal Antwerp,4,Union SG,1,15000,Partly cloudy,14.0,2024-03-17,Sunday,3,2024,2023/2024,1,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.9012256669069935,110633.3,0.3943033541726059,66.9,1,1,Normal Time,Draw,Draw,17,11.0,5.0,3.0
Jupiler Pro League,30,18.0,KAA Gent,8,R Charleroi SC,12,15544,Partly cloudy,13.0,2024-03-17,Sunday,3,2024,2023/2024,1,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.7772,110633.3,0.3943033541726059,66.9,5,0,Normal Time,Win,Loss,17,10.0,8.0,1.0
Jupiler Pro League,30,18.0,KVC Westerlo,11,Genk,5,8000,Drizzle,13.3,2024-03-17,Sunday,3,2024,2023/2024,1,Het Kuipje,8000.0,Westerlo,ANT,0.0,1.0,110633.3,0.3943033541726059,66.9,1,1,Normal Time,Draw,Draw,17,9.0,7.0,3.0
Jupiler Pro League,30,13.0,Sint-Truiden,9,Club Brugge,3,8615,Partly cloudy,12.7,2024-03-17,Sunday,3,2024,2023/2024,1,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.5900684931506849,110633.3,0.3943033541726059,66.9,2,1,Normal Time,Win,Loss,17,8.0,2.0,4.0
Jupiler Pro League,30,18.0,Cercle Brugge,7,RWDM,15,6948,Drizzle,12.8,2024-03-17,Sunday,3,2024,2023/2024,1,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.23907508086160623,110633.3,0.3943033541726059,66.9,4,0,Normal Time,Win,Loss,17,11.0,6.0,2.0
Jupiler Pro League,30,18.0,OH Leuven,13,KV Mechelen,6,8963,Drizzle,13.1,2024-03-17,Sunday,3,2024,2023/2024,1,Den Dreef,10500.0,Leuven,VBR,1.0,0.8536190476190476,110633.3,0.3943033541726059,66.9,1,0,Normal Time,Win,Loss,17,7.0,6.0,2.0
Jupiler Pro League,1,20.0,Club Brugge,2,KV Mechelen,8,21813,Partly cloudy,19.1,2024-07-26,Friday,7,2024,2024/2025,3,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.7505677517032551,111222.9,1.5012531975917895,66.6,1,1,Normal Time,Draw,Draw,26,14.0,6.0,3.0
Jupiler Pro League,1,16.0,FCV Dender EH,12,Union SG,3,3458,Partly cloudy,21.2,2024-07-27,Saturday,7,2024,2024/2025,3,Van Roystadion,6200.0,Denderleeuw,VBR,0.0,0.557741935483871,111222.9,1.5012531975917895,66.6,0,0,Normal Time,Draw,Draw,27,7.0,10.0,1.0
Jupiler Pro League,1,18.0,R Charleroi SC,10,Royal Antwerp,5,7503,Partly cloudy,22.4,2024-07-28,Sunday,7,2024,2024/2025,3,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.5002,111222.9,1.5012531975917895,66.6,0,1,Normal Time,Loss,Win,28,3.0,8.0,1.0
Jupiler Pro League,1,19.0,KVC Westerlo,9,Cercle Brugge,13,4134,Clear or mostly clear,22.7,2024-07-28,Sunday,7,2024,2024/2025,3,Het Kuipje,8000.0,Westerlo,ANT,0.0,0.51675,111222.9,1.5012531975917895,66.6,3,0,Normal Time,Win,Loss,28,7.0,8.0,2.0
Jupiler Pro League,1,13.0,Genk,1,Standard Liège,7,16471,Partly cloudy,22.4,2024-07-28,Sunday,7,2024,2024/2025,3,Cegeka Arena,23500.0,Genk,LIM,1.0,0.7008936170212766,111222.9,1.5012531975917895,66.6,0,0,Normal Time,Draw,Draw,28,5.0,6.0,2.0
Jupiler Pro League,2,20.0,Union SG,10,Beerschot VA,12,7087,Clear or mostly clear,22.9,2024-08-02,Friday,8,2024,2024/2025,3,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,0.7539361702127659,111222.9,1.5012531975917895,66.6,3,1,Normal Time,Win,Loss,2,10.0,7.0,3.0
Jupiler Pro League,2,16.0,KV Mechelen,6,KVC Westerlo,1,10802,Drizzle,22.2,2024-08-03,Saturday,8,2024,2024/2025,3,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.6546666666666666,111222.9,1.5012531975917895,66.6,2,4,Normal Time,Loss,Win,3,12.0,5.0,3.0
Jupiler Pro League,2,20.0,Sint-Truiden,13,R Charleroi SC,14,4348,Partly cloudy,21.1,2024-08-03,Saturday,8,2024,2024/2025,3,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.2978082191780822,111222.9,1.5012531975917895,66.6,1,4,Normal Time,Loss,Win,3,9.0,3.0,4.0
Jupiler Pro League,2,18.0,OH Leuven,9,Genk,8,5501,Partly cloudy,22.3,2024-08-03,Saturday,8,2024,2024/2025,3,Den Dreef,10500.0,Leuven,VBR,1.0,0.5239047619047619,111222.9,1.5012531975917895,66.6,3,1,Normal Time,Win,Loss,3,7.0,4.0,3.0
Jupiler Pro League,2,19.0,KAA Gent,3,FCV Dender EH,11,12102,Partly cloudy,21.1,2024-08-04,Sunday,8,2024,2024/2025,3,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.6051,111222.9,1.5012531975917895,66.6,1,2,Normal Time,Loss,Win,4,11.0,8.0,1.0
Jupiler Pro League,2,13.0,Royal Antwerp,4,RSC Anderlecht,2,15770,Partly cloudy,20.2,2024-08-04,Sunday,8,2024,2024/2025,3,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.9474885844748858,111222.9,1.5012531975917895,66.6,1,2,Normal Time,Loss,Win,4,10.0,4.0,3.0
Jupiler Pro League,2,18.0,Standard Liège,7,Club Brugge,5,19431,Partly cloudy,20.2,2024-08-04,Sunday,8,2024,2024/2025,3,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.7022406938923021,111222.9,1.5012531975917895,66.6,1,0,Normal Time,Win,Loss,4,9.0,4.0,3.0
Jupiler Pro League,2,16.0,Cercle Brugge,16,KV Kortrijk,15,4253,Drizzle,20.9,2024-08-04,Sunday,8,2024,2024/2025,3,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.14634230266327164,111222.9,1.5012531975917895,66.6,1,2,Normal Time,Loss,Win,4,12.0,6.0,2.0
Jupiler Pro League,3,20.0,Standard Liège,6,KV Mechelen,12,16432,Clear or mostly clear,22.4,2024-08-09,Friday,8,2024,2024/2025,3,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.5938561619082038,111222.9,1.5012531975917895,66.6,0,0,Normal Time,Draw,Draw,9,10.0,3.0,4.0
Jupiler Pro League,3,18.0,KVC Westerlo,1,Union SG,4,5412,Clear or mostly clear,23.6,2024-08-10,Saturday,8,2024,2024/2025,3,Het Kuipje,8000.0,Westerlo,ANT,0.0,0.6765,111222.9,1.5012531975917895,66.6,4,3,Normal Time,Win,Loss,10,6.0,6.0,2.0
Jupiler Pro League,3,20.0,RSC Anderlecht,2,OH Leuven,3,14802,Clear or mostly clear,22.9,2024-08-10,Saturday,8,2024,2024/2025,3,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.6578666666666667,111222.9,1.5012531975917895,66.6,1,1,Normal Time,Draw,Draw,10,8.0,4.0,3.0
Jupiler Pro League,3,16.0,FCV Dender EH,5,KV Kortrijk,9,1921,Partly cloudy,24.2,2024-08-10,Saturday,8,2024,2024/2025,3,Van Roystadion,6200.0,Denderleeuw,VBR,0.0,0.30983870967741933,111222.9,1.5012531975917895,66.6,4,1,Normal Time,Win,Loss,10,7.0,10.0,1.0
Jupiler Pro League,3,18.0,R Charleroi SC,7,KAA Gent,8,6812,Partly cloudy,26.3,2024-08-11,Sunday,8,2024,2024/2025,3,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.45413333333333333,111222.9,1.5012531975917895,66.6,1,0,Normal Time,Win,Loss,11,2.0,5.0,1.0
Jupiler Pro League,3,16.0,Royal Antwerp,10,Sint-Truiden,15,11300,Clear or mostly clear,26.8,2024-08-11,Sunday,8,2024,2024/2025,3,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.6789233357366018,111222.9,1.5012531975917895,66.6,6,1,Normal Time,Win,Loss,11,7.0,5.0,2.0
Jupiler Pro League,3,13.0,Genk,13,Club Brugge,11,15942,Clear or mostly clear,25.2,2024-08-11,Sunday,8,2024,2024/2025,3,Cegeka Arena,23500.0,Genk,LIM,1.0,0.6783829787234043,111222.9,1.5012531975917895,66.6,3,2,Normal Time,Win,Loss,11,4.0,5.0,2.0
Jupiler Pro League,3,19.0,Cercle Brugge,16,Beerschot VA,14,4405,Clear or mostly clear,26.4,2024-08-11,Sunday,8,2024,2024/2025,3,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.15157250017204596,111222.9,1.5012531975917895,66.6,4,1,Normal Time,Win,Loss,11,12.0,7.0,2.0
Jupiler Pro League,4,20.0,Union SG,8,R Charleroi SC,5,5798,Drizzle,20.0,2024-08-16,Friday,8,2024,2024/2025,3,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,0.6168085106382979,111222.9,1.5012531975917895,66.6,1,0,Normal Time,Win,Loss,16,11.0,7.0,3.0
Jupiler Pro League,4,20.0,KV Mechelen,13,RSC Anderlecht,3,13988,Partly cloudy,22.5,2024-08-17,Saturday,8,2024,2024/2025,3,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.8477575757575757,111222.9,1.5012531975917895,66.6,1,3,Normal Time,Loss,Win,17,11.0,8.0,2.0
Jupiler Pro League,4,18.0,Sint-Truiden,16,FCV Dender EH,2,3433,Partly cloudy,23.3,2024-08-17,Saturday,8,2024,2024/2025,3,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.23513698630136987,111222.9,1.5012531975917895,66.6,3,3,Normal Time,Draw,Draw,17,9.0,6.0,4.0
Jupiler Pro League,4,19.0,KAA Gent,11,KVC Westerlo,1,12209,Clear or mostly clear,19.3,2024-08-18,Sunday,8,2024,2024/2025,3,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.61045,111222.9,1.5012531975917895,66.6,4,1,Normal Time,Win,Loss,18,11.0,8.0,1.0
Jupiler Pro League,4,13.0,Club Brugge,14,Royal Antwerp,4,22877,Drizzle,20.5,2024-08-18,Sunday,8,2024,2024/2025,3,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.7871791342646756,111222.9,1.5012531975917895,66.6,1,0,Normal Time,Win,Loss,18,12.0,7.0,2.0
Jupiler Pro League,4,16.0,OH Leuven,6,Cercle Brugge,10,5721,Partly cloudy,23.0,2024-08-18,Sunday,8,2024,2024/2025,3,Den Dreef,10500.0,Leuven,VBR,1.0,0.5448571428571428,111222.9,1.5012531975917895,66.6,1,1,Normal Time,Draw,Draw,18,7.0,5.0,3.0
Jupiler Pro League,5,20.0,Royal Antwerp,6,KV Mechelen,14,12700,Drizzle,19.7,2024-08-24,Saturday,8,2024,2024/2025,3,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.7630377313145879,111222.9,1.5012531975917895,66.6,0,1,Normal Time,Loss,Win,24,11.0,5.0,2.0
Jupiler Pro League,5,18.0,KVC Westerlo,2,OH Leuven,10,5641,Drizzle,23.9,2024-08-24,Saturday,8,2024,2024/2025,3,Het Kuipje,8000.0,Westerlo,ANT,0.0,0.705125,111222.9,1.5012531975917895,66.6,1,1,Normal Time,Draw,Draw,24,10.0,6.0,3.0
Jupiler Pro League,5,16.0,Sint-Truiden,16,Union SG,4,4513,Partly cloudy,19.3,2024-08-25,Sunday,8,2024,2024/2025,3,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.30910958904109587,111222.9,1.5012531975917895,66.6,0,0,Normal Time,Draw,Draw,25,8.0,8.0,3.0
Jupiler Pro League,5,13.0,FCV Dender EH,3,Club Brugge,13,5998,Clear or mostly clear,19.2,2024-08-25,Sunday,8,2024,2024/2025,3,Van Roystadion,6200.0,Denderleeuw,VBR,0.0,0.9674193548387097,111222.9,1.5012531975917895,66.6,1,2,Normal Time,Loss,Win,25,7.0,10.0,1.0
Jupiler Pro League,5,18.0,Standard Liège,11,Beerschot VA,15,15197,Partly cloudy,19.0,2024-08-25,Sunday,8,2024,2024/2025,3,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.5492229851825081,111222.9,1.5012531975917895,66.6,1,0,Normal Time,Win,Loss,25,10.0,2.0,4.0
Jupiler Pro League,5,19.0,R Charleroi SC,8,KV Kortrijk,9,6306,Clear or mostly clear,18.5,2024-08-25,Sunday,8,2024,2024/2025,3,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.4204,111222.9,1.5012531975917895,66.6,1,0,Normal Time,Win,Loss,25,2.0,5.0,1.0
Jupiler Pro League,6,20.0,Genk,2,KVC Westerlo,1,16115,Partly cloudy,18.6,2024-08-30,Friday,8,2024,2024/2025,3,Cegeka Arena,23500.0,Genk,LIM,1.0,0.6857446808510639,111222.9,1.5012531975917895,66.6,1,0,Normal Time,Win,Loss,30,7.0,6.0,3.0
Jupiler Pro League,6,20.0,OH Leuven,10,Standard Liège,7,6425,Partly cloudy,22.5,2024-08-31,Saturday,8,2024,2024/2025,3,Den Dreef,10500.0,Leuven,VBR,1.0,0.611904761904762,111222.9,1.5012531975917895,66.6,2,0,Normal Time,Win,Loss,31,7.0,5.0,3.0
Jupiler Pro League,6,16.0,KV Mechelen,14,R Charleroi SC,4,11228,Partly cloudy,24.2,2024-08-31,Saturday,8,2024,2024/2025,3,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.6804848484848485,111222.9,1.5012531975917895,66.6,5,2,Normal Time,Win,Loss,31,10.0,9.0,2.0
Jupiler Pro League,6,18.0,Union SG,6,RSC Anderlecht,3,7926,Clear or mostly clear,30.3,2024-09-01,Sunday,9,2024,2024/2025,3,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,0.8431914893617021,111222.9,1.5012531975917895,66.6,0,0,Normal Time,Draw,Draw,1,9.0,5.0,3.0
Jupiler Pro League,6,16.0,KAA Gent,12,Royal Antwerp,11,15023,Partly cloudy,30.7,2024-09-01,Sunday,9,2024,2024/2025,3,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.75115,111222.9,1.5012531975917895,66.6,1,1,Normal Time,Draw,Draw,1,13.0,7.0,2.0
Jupiler Pro League,6,13.0,Club Brugge,9,Cercle Brugge,8,24398,Partly cloudy,27.5,2024-09-01,Sunday,9,2024,2024/2025,3,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.8395155185465556,111222.9,1.5012531975917895,66.6,3,0,Normal Time,Win,Loss,1,10.0,4.0,3.0
Jupiler Pro League,7,20.0,FCV Dender EH,2,Standard Liège,10,4194,Clear or mostly clear,12.7,2024-09-13,Friday,9,2024,2024/2025,3,Van Roystadion,6200.0,Denderleeuw,VBR,0.0,0.6764516129032258,111222.9,1.5012531975917895,66.6,0,2,Normal Time,Loss,Win,13,7.0,10.0,1.0
Jupiler Pro League,7,20.0,RSC Anderlecht,3,KVC Westerlo,5,15408,Partly cloudy,11.9,2024-09-14,Saturday,9,2024,2024/2025,3,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.6848,111222.9,1.5012531975917895,66.6,2,2,Normal Time,Draw,Draw,14,7.0,3.0,3.0
Jupiler Pro League,7,16.0,Cercle Brugge,13,Genk,1,4104,Partly cloudy,16.3,2024-09-14,Saturday,9,2024,2024/2025,3,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.1412153327369073,111222.9,1.5012531975917895,66.6,2,3,Normal Time,Loss,Win,14,12.0,7.0,2.0
Jupiler Pro League,7,13.0,Royal Antwerp,11,Union SG,8,11600,Clear or mostly clear,17.4,2024-09-15,Sunday,9,2024,2024/2025,3,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.6969478490747416,111222.9,1.5012531975917895,66.6,2,0,Normal Time,Win,Loss,15,11.0,5.0,2.0
Jupiler Pro League,7,19.0,KAA Gent,12,KV Mechelen,9,13491,Partly cloudy,16.8,2024-09-15,Sunday,9,2024,2024/2025,3,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.67455,111222.9,1.5012531975917895,66.6,2,0,Normal Time,Win,Loss,15,13.0,6.0,2.0
Jupiler Pro League,7,18.0,R Charleroi SC,7,Beerschot VA,16,8868,Clear or mostly clear,16.2,2024-09-15,Sunday,9,2024,2024/2025,3,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.5912,111222.9,1.5012531975917895,66.6,3,0,Normal Time,Win,Loss,15,2.0,2.0,2.0
Jupiler Pro League,7,16.0,Sint-Truiden,15,OH Leuven,6,6147,Partly cloudy,17.4,2024-09-15,Sunday,9,2024,2024/2025,3,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.421027397260274,111222.9,1.5012531975917895,66.6,2,1,Normal Time,Win,Loss,15,7.0,8.0,2.0
Jupiler Pro League,5,20.0,RSC Anderlecht,1,Genk,5,14834,Partly cloudy,17.4,2024-09-17,Tuesday,9,2024,2024/2025,3,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.6592888888888889,111222.9,1.5012531975917895,66.6,0,2,Normal Time,Loss,Win,17,8.0,5.0,2.0
Jupiler Pro League,8,20.0,Standard Liège,7,Union SG,11,18818,Clear or mostly clear,18.3,2024-09-20,Friday,9,2024,2024/2025,3,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.6800867365377665,111222.9,1.5012531975917895,66.6,0,0,Normal Time,Draw,Draw,20,10.0,2.0,4.0
Jupiler Pro League,8,18.0,KVC Westerlo,5,Royal Antwerp,8,6334,Clear or mostly clear,23.2,2024-09-21,Saturday,9,2024,2024/2025,3,Het Kuipje,8000.0,Westerlo,ANT,0.0,0.79175,111222.9,1.5012531975917895,66.6,1,2,Normal Time,Loss,Win,21,9.0,6.0,2.0
Jupiler Pro League,8,20.0,RSC Anderlecht,4,R Charleroi SC,3,16841,Clear or mostly clear,18.6,2024-09-21,Saturday,9,2024,2024/2025,3,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.7484888888888889,111222.9,1.5012531975917895,66.6,0,0,Normal Time,Draw,Draw,21,4.0,6.0,1.0
Jupiler Pro League,8,13.0,Club Brugge,2,KAA Gent,9,23513,Partly cloudy,21.3,2024-09-22,Sunday,9,2024,2024/2025,3,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.8090633817355998,111222.9,1.5012531975917895,66.6,2,4,Normal Time,Loss,Win,22,9.0,4.0,3.0
Jupiler Pro League,8,16.0,KV Mechelen,12,Cercle Brugge,13,10815,Partly cloudy,21.5,2024-09-22,Sunday,9,2024,2024/2025,3,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.6554545454545454,111222.9,1.5012531975917895,66.6,2,0,Normal Time,Win,Loss,22,14.0,10.0,3.0
Jupiler Pro League,8,19.0,OH Leuven,10,KV Kortrijk,14,6000,Partly cloudy,19.5,2024-09-22,Sunday,9,2024,2024/2025,3,Den Dreef,10500.0,Leuven,VBR,1.0,0.5714285714285714,111222.9,1.5012531975917895,66.6,1,1,Normal Time,Draw,Draw,22,7.0,4.0,3.0
Jupiler Pro League,8,18.0,Genk,1,FCV Dender EH,6,14858,Partly cloudy,21.2,2024-09-22,Sunday,9,2024,2024/2025,3,Cegeka Arena,23500.0,Genk,LIM,1.0,0.6322553191489362,111222.9,1.5012531975917895,66.6,4,0,Normal Time,Win,Loss,22,5.0,5.0,3.0
Jupiler Pro League,5,20.0,Cercle Brugge,12,KAA Gent,7,2814,Partly cloudy,15.9,2024-09-26,Thursday,9,2024,2024/2025,3,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.09682747230059872,111222.9,1.5012531975917895,66.6,2,1,Normal Time,Win,Loss,26,13.0,9.0,2.0
Jupiler Pro League,9,20.0,R Charleroi SC,5,Club Brugge,4,8450,Rainy,10.8,2024-09-27,Friday,9,2024,2024/2025,3,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.5633333333333334,111222.9,1.5012531975917895,66.6,1,1,Normal Time,Draw,Draw,27,5.0,1.0,3.0
Jupiler Pro League,9,18.0,Standard Liège,7,KVC Westerlo,8,14640,Drizzle,11.0,2024-09-28,Saturday,9,2024,2024/2025,3,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.5290928803758583,111222.9,1.5012531975917895,66.6,1,2,Normal Time,Loss,Win,28,6.0,0.0,3.0
Jupiler Pro League,9,16.0,Genk,1,KV Mechelen,9,14832,Drizzle,12.7,2024-09-28,Saturday,9,2024,2024/2025,3,Cegeka Arena,23500.0,Genk,LIM,1.0,0.6311489361702127,111222.9,1.5012531975917895,66.6,2,1,Normal Time,Win,Loss,28,9.0,2.0,4.0
Jupiler Pro League,9,20.0,FCV Dender EH,10,RSC Anderlecht,6,6122,Clear or mostly clear,8.6,2024-09-28,Saturday,9,2024,2024/2025,3,Van Roystadion,6200.0,Denderleeuw,VBR,0.0,0.9874193548387097,111222.9,1.5012531975917895,66.6,1,1,Normal Time,Draw,Draw,28,7.0,10.0,1.0
Jupiler Pro League,9,16.0,Union SG,12,KV Kortrijk,14,5509,Partly cloudy,13.9,2024-09-29,Sunday,9,2024,2024/2025,3,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,0.586063829787234,111222.9,1.5012531975917895,66.6,3,0,Normal Time,Win,Loss,29,7.0,3.0,3.0
Jupiler Pro League,9,18.0,KAA Gent,3,OH Leuven,11,12203,Partly cloudy,14.0,2024-09-29,Sunday,9,2024,2024/2025,3,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.61015,111222.9,1.5012531975917895,66.6,3,0,Normal Time,Win,Loss,29,13.0,4.0,3.0
Jupiler Pro League,9,13.0,Royal Antwerp,2,Beerschot VA,16,16430,Partly cloudy,13.6,2024-09-29,Sunday,9,2024,2024/2025,3,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.9871425138187936,111222.9,1.5012531975917895,66.6,5,0,Normal Time,Win,Loss,29,10.0,5.0,2.0
Jupiler Pro League,9,19.0,Cercle Brugge,15,Sint-Truiden,13,4392,Partly cloudy,12.9,2024-09-29,Sunday,9,2024,2024/2025,3,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.15112518064826921,111222.9,1.5012531975917895,66.6,1,1,Normal Time,Draw,Draw,29,13.0,7.0,3.0
Jupiler Pro League,10,20.0,KVC Westerlo,6,Beerschot VA,16,4963,Clear or mostly clear,10.2,2024-10-04,Friday,10,2024,2024/2025,4,Het Kuipje,8000.0,Westerlo,ANT,0.0,0.620375,111451.2,1.5012531975917895,66.9,2,2,Normal Time,Draw,Draw,4,10.0,7.0,2.0
Jupiler Pro League,10,16.0,KV Mechelen,11,OH Leuven,12,11678,Partly cloudy,15.3,2024-10-05,Saturday,10,2024,2024/2025,4,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.7077575757575758,111451.2,1.5012531975917895,66.9,5,0,Normal Time,Win,Loss,5,13.0,10.0,3.0
Jupiler Pro League,10,20.0,FCV Dender EH,10,R Charleroi SC,5,2643,Clear or mostly clear,10.7,2024-10-05,Saturday,10,2024,2024/2025,4,Van Roystadion,6200.0,Denderleeuw,VBR,0.0,0.42629032258064514,111451.2,1.5012531975917895,66.9,1,0,Normal Time,Win,Loss,5,6.0,6.0,1.0
Jupiler Pro League,10,18.0,Club Brugge,4,Union SG,8,22433,Partly cloudy,15.9,2024-10-06,Sunday,10,2024,2024/2025,4,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.7719014520679925,111451.2,1.5012531975917895,66.9,1,1,Normal Time,Draw,Draw,6,10.0,6.0,3.0
Jupiler Pro League,10,19.0,Sint-Truiden,13,KAA Gent,3,5169,Partly cloudy,14.8,2024-10-06,Sunday,10,2024,2024/2025,4,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.35404109589041094,111451.2,1.5012531975917895,66.9,1,1,Normal Time,Draw,Draw,6,8.0,9.0,2.0
Jupiler Pro League,10,16.0,Royal Antwerp,2,Cercle Brugge,14,12000,Clear or mostly clear,16.5,2024-10-06,Sunday,10,2024,2024/2025,4,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.7209805335255948,111451.2,1.5012531975917895,66.9,3,0,Normal Time,Win,Loss,6,14.0,4.0,3.0
