Time,Ranking Home Team,Ranking Away Team,Attendance,Temperature (°C),Date,Month,Season,Stadium,Max Capacity,City,Province,Full Roof,PercentageAttendance,GDP_Real_lagQ,CPI_QoQ_Growth_%_lagQ,Employment_Rate_%_lagQ,Home Team Goals Scored,Away Team Goals Scored,Match Type,Home Team Outcome,Away Team Outcome,Day,Goals Scored in Last 5 Games,Goals Conceded in Last 5 Games,Number of Wins in Last 5 Games,Derby,Matchday_10,Matchday_11,Matchday_12,Matchday_13,Matchday_14,Matchday_15,Matchday_16,Matchday_17,Matchday_18,Matchday_19,Matchday_2,Matchday_20,Matchday_21,Matchday_22,Matchday_23,Matchday_24,Matchday_25,Matchday_26,Matchday_27,Matchday_28,Matchday_29,Matchday_3,Matchday_30,Matchday_31,Matchday_32,Matchday_33,Matchday_34,Matchday_4,Matchday_5,Matchday_6,Matchday_7,Matchday_8,Matchday_9,Matchday_Final,Matchday_final 2nd leg,Home Team_Club Brugge,Home Team_FCV Dender EH,Home Team_Genk,Home Team_KAA Gent,Home Team_KV Mechelen,Home Team_KVC Westerlo,Home Team_OH Leuven,Home Team_R Charleroi SC,Home Team_RSC Anderlecht,Home Team_Royal Antwerp,Home Team_Sint-Truiden,Home Team_Standard Liège,Home Team_Union SG,Home Team_Zulte Waregem,Away Team_Club Brugge,Away Team_FCV Dender EH,Away Team_Genk,Away Team_KAA Gent,Away Team_KV Mechelen,Away Team_KVC Westerlo,Away Team_OH Leuven,Away Team_R Charleroi SC,Away Team_RSC Anderlecht,Away Team_Royal Antwerp,Away Team_Sint-Truiden,Away Team_Standard Liège,Away Team_Union SG,Away Team_Unknown,Away Team_Zulte Waregem,Weekday_Monday,Weekday_Saturday,Weekday_Sunday,Weekday_Thursday,Weekday_Tuesday,Weekday_Wednesday,Opposing team Category_Bottom ranked,Opposing team Category_Medium ranked,Opposing team Category_Not ranked,Opposing team Category_Top ranked,Opposing team Category_Unknown,Home team Category_Bottom ranked,Home team Category_Medium ranked,Home team Category_Not ranked,Home team Category_Top ranked,Home team Category_Unknown,Game day_Weekday,Game day_Weekend,Time slot_Afternoon,Time slot_Evening,Time slot_Night,Weather GoodBad_Bad,Weather GoodBad_Good,Weather_Clear or mostly clear,Weather_Drizzle,Weather_Partly cloudy,Weather_Rainy,Weather_Snowy,match_id
18.0,7,9,5636.0,11.6,2022-03-19,3,2021/2022,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.3757333333333333,106304.5,2.3516867576933502,66.2,5,0,Normal Time,Win,Loss,19,4.0,6.0,2.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,290
18.0,5,3,19999.0,7.6,2022-03-20,3,2021/2022,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.99995,106304.5,2.3516867576933502,66.2,1,0,Normal Time,Win,Loss,20,7.0,5.0,2.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,291
21.0,10,18,3000.0,4.9,2022-03-20,3,2021/2022,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.2054794520547945,106304.5,2.3516867576933502,66.2,3,2,Normal Time,Win,Loss,20,5.0,6.0,1.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,292
13.0,2,8,21496.0,7.3,2022-03-20,3,2021/2022,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.7396600371619296,106304.5,2.3516867576933502,66.2,3,1,Normal Time,Win,Loss,20,11.0,7.0,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,293
20.0,11,3,6491.0,4.7,2022-04-02,4,2021/2022,Den Dreef,10500.0,Leuven,VBR,1.0,0.6181904761904762,106910.0,3.33072894059091,66.4,0,1,Normal Time,Loss,Win,2,8.0,8.0,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,294
18.0,7,12,9679.0,5.7,2022-04-02,4,2021/2022,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.5866060606060606,106910.0,3.33072894059091,66.4,3,2,Normal Time,Win,Loss,2,11.0,9.0,2.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,295
16.0,16,9,8367.0,6.5,2022-04-02,4,2021/2022,Regenboogstadion,12400.0,Waregem,WVL,0.0,0.6747580645161291,106910.0,3.33072894059091,66.4,0,2,Normal Time,Loss,Win,2,8.0,4.0,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,296
16.0,10,4,6572.0,6.3,2022-04-03,4,2021/2022,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.226137223866217,106910.0,3.33072894059091,66.4,2,2,Normal Time,Draw,Draw,3,8.0,3.0,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,297
13.0,13,1,20000.0,5.2,2022-04-03,4,2021/2022,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.7228044813877846,106910.0,3.33072894059091,66.4,1,3,Normal Time,Loss,Win,3,3.0,6.0,2.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,298
18.0,5,6,20000.0,6.6,2022-04-03,4,2021/2022,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.8888888888888888,106910.0,3.33072894059091,66.4,4,0,Normal Time,Win,Loss,3,14.0,3.0,5.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,299
21.0,8,15,10318.0,2.2,2022-04-03,4,2021/2022,Cegeka Arena,23500.0,Genk,LIM,1.0,0.439063829787234,106910.0,3.33072894059091,66.4,5,0,Normal Time,Win,Loss,3,10.0,2.0,4.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,300
20.0,3,10,12336.0,5.5,2022-04-09,4,2021/2022,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.7411679884643114,106910.0,3.33072894059091,66.4,1,1,Normal Time,Draw,Draw,9,10.0,8.0,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,301
18.0,5,11,19524.0,11.9,2022-04-10,4,2021/2022,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.9762,106910.0,3.33072894059091,66.4,5,0,Normal Time,Win,Loss,10,8.0,4.0,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,302
18.0,9,13,10076.0,10.5,2022-04-10,4,2021/2022,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.6901369863013699,106910.0,3.33072894059091,66.4,3,0,Normal Time,Win,Loss,10,7.0,6.0,2.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,303
18.0,2,6,21802.0,11.7,2022-04-10,4,2021/2022,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.7501892505677517,106910.0,3.33072894059091,66.4,2,0,Normal Time,Win,Loss,10,10.0,7.0,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,304
18.0,7,16,7866.0,10.4,2022-04-10,4,2021/2022,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.5244,106910.0,3.33072894059091,66.4,3,0,Normal Time,Win,Loss,10,8.0,3.0,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,305
18.0,1,18,6763.0,11.0,2022-04-10,4,2021/2022,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,0.7194680851063829,106910.0,3.33072894059091,66.4,5,0,Normal Time,Win,Loss,10,5.0,4.0,2.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,306
20.0,4,3,9068.0,17.5,2022-04-23,4,2021/2022,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.5495757575757576,106910.0,3.33072894059091,66.4,1,0,Normal Time,Win,Loss,23,13.0,8.0,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,307
16.0,1,2,8474.0,18.6,2022-04-24,4,2021/2022,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.4237,106910.0,3.33072894059091,66.4,0,1,Normal Time,Loss,Win,24,13.0,6.0,4.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,308
13.0,1,4,23749.0,16.4,2022-04-24,4,2021/2022,Jan Breydel Stadion,29062.0,Bruges,VWV,0.0,0.8171839515518546,106910.0,3.33072894059091,66.4,1,0,Normal Time,Win,Loss,24,11.0,5.0,4.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,309
18.0,2,3,8700.0,17.7,2022-04-24,4,2021/2022,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,0.925531914893617,106910.0,3.33072894059091,66.4,3,1,Normal Time,Win,Loss,24,7.0,2.0,2.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,310
20.0,2,3,14021.0,11.6,2022-04-29,4,2021/2022,Cegeka Arena,23500.0,Genk,LIM,1.0,0.5966382978723405,106910.0,3.33072894059091,66.4,4,2,Normal Time,Win,Loss,29,13.0,2.0,4.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,311
18.0,4,1,4985.0,10.8,2022-04-30,4,2021/2022,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.3323333333333333,106910.0,3.33072894059091,66.4,1,3,Normal Time,Loss,Win,30,10.0,3.0,3.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,312
13.0,3,1,11781.0,13.9,2022-05-01,5,2021/2022,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.7078226387887527,106910.0,3.33072894059091,66.4,0,0,Normal Time,Draw,Draw,1,9.0,6.0,3.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,313
18.0,4,2,20000.0,14.5,2022-05-01,5,2021/2022,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.8888888888888888,106910.0,3.33072894059091,66.4,0,0,Normal Time,Draw,Draw,1,14.0,2.0,5.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,314
20.0,4,2,4616.0,17.9,2022-05-06,5,2021/2022,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.3077333333333333,106910.0,3.33072894059091,66.4,2,2,Normal Time,Draw,Draw,6,9.0,6.0,2.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,315
20.0,1,3,8363.0,16.2,2022-05-07,5,2021/2022,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.41815,106910.0,3.33072894059091,66.4,1,0,Normal Time,Win,Loss,7,11.0,6.0,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,316
18.0,3,4,13876.0,19.2,2022-05-08,5,2021/2022,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.8336938236000961,106910.0,3.33072894059091,66.4,0,4,Normal Time,Loss,Win,8,5.0,4.0,2.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,317
13.0,1,2,8700.0,17.8,2022-05-08,5,2021/2022,Joseph Marien Stadium,9400.0,Forest (Brussels),BRU,0.0,0.925531914893617,106910.0,3.33072894059091,66.4,0,2,Normal Time,Loss,Win,8,9.0,3.0,2.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,318
20.0,4,3,4111.0,20.1,2022-05-14,5,2021/2022,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.2740666666666667,106910.0,3.33072894059091,66.4,3,2,Normal Time,Win,Loss,14,11.0,5.0,2.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,319
16.0,2,1,15729.0,26.0,2022-05-15,5,2021/2022,Cegeka Arena,23500.0,Genk,LIM,1.0,0.6693191489361702,106910.0,3.33072894059091,66.4,0,2,Normal Time,Loss,Win,15,15.0,4.0,4.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,320
13.0,4,1,15126.0,25.6,2022-05-15,5,2021/2022,Bosuilstadion,16644.0,Antwerp,ANT,0.0,0.9087959625090124,106910.0,3.33072894059091,66.4,1,3,Normal Time,Loss,Win,15,4.0,6.0,2.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,321
18.0,3,2,21000.0,26.2,2022-05-15,5,2021/2022,Lotto Park,22500.0,Anderlecht (Brussels),BRU,1.0,0.9333333333333332,106910.0,3.33072894059091,66.4,0,2,Normal Time,Loss,Win,15,12.0,2.0,4.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,322
20.0,1,3,8747.0,17.5,2022-05-21,5,2021/2022,Ghelamco Arena,20000.0,Ghent,VOV,1.0,0.43735,106910.0,3.33072894059091,66.4,1,2,Normal Time,Loss,Win,21,11.0,4.0,4.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,323
20.0,4,2,11278.0,18.2,2022-05-21,5,2021/2022,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.6835151515151515,106910.0,3.33072894059091,66.4,0,0,Normal Time,Draw,Draw,21,11.0,6.0,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,324
20.0,6,5,18918.0,21.1,2022-07-22,7,2022/2023,Stade Maurice Dufrasne,27670.0,Liège,LIE,0.0,0.6837007589447055,108088.5,1.69709868936932,66.0,2,2,Normal Time,Draw,Draw,22,3.0,9.0,1.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,325
16.0,9,15,4546.0,23.9,2022-07-23,7,2022/2023,Stade du Pays de Charleroi,15000.0,Charleroi,WHT,0.0,0.3030666666666666,108088.5,1.69709868936932,66.0,3,1,Normal Time,Win,Loss,23,14.0,7.0,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,326
20.0,12,2,5500.0,24.4,2022-07-23,7,2022/2023,Stayen,14600.0,Sint-Truiden,LIM,1.0,0.3767123287671233,108088.5,1.69709868936932,66.0,1,1,Normal Time,Draw,Draw,23,9.0,4.0,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,327
18.0,17,18,5421.0,24.7,2022-07-23,7,2022/2023,Regenboogstadion,12400.0,Waregem,WVL,0.0,0.4371774193548387,108088.5,1.69709868936932,66.0,2,0,Normal Time,Win,Loss,23,5.0,4.0,2.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,328
16.0,13,3,11565.0,29.0,2022-07-24,7,2022/2023,AFAS Stadion,16500.0,Mechelen,ANT,0.0,0.7009090909090909,108088.5,1.69709868936932,66.0,0,2,Normal Time,Loss,Win,24,8.0,6.0,2.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,329
21.0,7,8,4500.0,25.9,2022-07-24,7,2022/2023,Het Kuipje,8000.0,Westerlo,ANT,0.0,0.5625,108088.5,1.69709868936932,66.0,2,0,Normal Time,Win,Loss,24,9.0,2.0,4.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,330
